date,dow,month,year,monthyear,daily_woi,daily_woi_c_med,daily_woi_nc,daily_woi_long,interpolated_news,lagdaily_woi,lagdaily_woi2,lagdaily_woi3,lagdaily_woi4,lagdaily_woi5,lagdaily_woi6,lagdaily_woi7,leaddaily_woi,leaddaily_woi2,leaddaily_woi3,leaddaily_woi4,leaddaily_woi5,leaddaily_woi6,leaddaily_woi7,lagdaily_woi_nc,lagdaily_woi2_nc,lagdaily_woi3_nc,lagdaily_woi4_nc,lagdaily_woi5_nc,lagdaily_woi6_nc,lagdaily_woi7_nc,leaddaily_woi_nc,leaddaily_woi2_nc,leaddaily_woi3_nc,leaddaily_woi4_nc,leaddaily_woi5_nc,leaddaily_woi6_nc,leaddaily_woi7_nc,lagdaily_woi_long,lagdaily_woi2_long,lagdaily_woi3_long,lagdaily_woi4_long,lagdaily_woi5_long,lagdaily_woi6_long,lagdaily_woi7_long,leaddaily_woi_long,lagdaily_woi_c_med,lagdaily_woi2_c_med,lagdaily_woi3_c_med,lagdaily_woi4_c_med,lagdaily_woi5_c_med,lagdaily_woi6_c_med,lagdaily_woi7_c_med,leaddaily_woi_c_med,victims_isr,victims_pal,occurrence,occurrence_pal,lnvic,lnvic_pal,occurrence_1,occurrence_2_7,occurrence_8_14,occurrence_pal_1,occurrence_pal_2_7,occurrence_pal_8_14,occurrence_t_y,occurrence_pal_t_y,lnvic_t_y,lnvic_pal_y,occurrence_target,victims_target,attacks_target,gaza_war,post_intifada,high_intensity,victims_non_target,occurrence_non_target,any_conflict_news,num_conflict_news,length_conflict_news,length_conflict_news_t_t_1,jhol1,jhol2,jhol3,jhol4,jhol5,jhol6,jhol7,jhol8,jhol9,jhol10,jhol11,jhol12,jhol13,jhol14,jhol15,jhol16,jhol17,mhol1,mhol2,mhol3,mhol4,mhol5,mhol6,mhol7,mhol8,conflict_searches,general_election,congress_start_session,state_of_the_union,main_national_conventions,special_congressional_elections,statewide_elections,gubernatorial_elections,presidential_inauguration,state_primary,presidential_caucuses,special_senate_elections,super_tuesday,iowa_caucuses,nh_presidential_primary,other_presidential_primaries,other_presidential_caucuses,olympics,worldcup,eurocup,worldseries,marchmadness,nbafinals,other_sport_events,major_events,lead_maj_events,lead_disaster,lead_killed_1000,fatal_victims,non_fatal_victims,occurrence_all,occurrence_fatal,occurrence_non_fatal,victims_hpd,occurrence_hpd,victims_lpd,occurrence_lpd,victims_hw,victims_nhw,occurrence_hw,occurrence_nhw,attacks_fatal,attacks_hpd,attacks_hw,barak,sharon,olmert,netanyahu,clinton,bush,obama,us_president_party,p_process,p_talks
23sep2003,Tuesday,9,2003,524,.98333329,.98333329,.98333329,1.1333333,0,.98333329,.64009434,1.1250973,1.1666667,1.4,1.3166667,.85000002,.78333336,1.0166667,.9666667,.64999998,.5,.85000002,.78333336,.98333329,.625,1.0672677,1.05,1.4,1.3166667,.85000002,.78333336,1.0166667,.9666667,.64999998,.5,.85000002,.78333336,1.0833333,.88977987,1.2995586,1.4,1.4333333,1.3833333,1.1333333,.9666667,.98333329,.6395455,1.1175779,1.1654999,1.4,1.3166667,.85000002,.78333336,1,0,1,0,.69314718,0,1,1,1,0,0,0,1,0,1.0986123,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
24sep2003,Wednesday,9,2003,524,.78333336,.78333336,.78333336,.9666667,0,.98333329,.98333329,.64009434,1.1250973,1.1666667,1.4,1.3166667,1.0166667,.9666667,.64999998,.5,.85000002,.78333336,.89999998,.98333329,.98333329,.625,1.0672677,1.05,1.4,1.3166667,1.0166667,.9666667,.64999998,.5,.85000002,.78333336,.89999998,1.1333333,1.0833333,.88977987,1.2995586,1.4,1.4333333,1.3833333,1.2666667,.98333329,.98333329,.6395455,1.1175779,1.1654999,1.4,1.3166667,1.0166667,1,0,1,0,.69314718,0,1,1,1,0,0,0,1,0,1.0986123,0,0,0,3,0,0,1,1,1,1,1,.5,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
25sep2003,Thursday,9,2003,524,1.0166667,1.0166667,1.0166667,1.2666667,0,.78333336,.98333329,.98333329,.64009434,1.1250973,1.1666667,1.4,.9666667,.64999998,.5,.85000002,.78333336,.89999998,.56666666,.78333336,.98333329,.98333329,.625,1.0672677,1.05,1.4,.9666667,.64999998,.5,.85000002,.78333336,.89999998,.56666666,.9666667,1.1333333,1.0833333,.88977987,1.2995586,1.4,1.4333333,1.15,.78333336,.98333329,.98333329,.6395455,1.1175779,1.1654999,1.4,.9666667,5,3,1,1,1.7917595,1.3862944,1,1,1,0,0,0,1,1,1.9459101,1.3862944,0,0,3,0,0,1,5,1,0,0,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
26sep2003,Friday,9,2003,524,.9666667,.9666667,.9666667,1.15,0,1.0166667,.78333336,.98333329,.98333329,.64009434,1.1250973,1.1666667,.64999998,.5,.85000002,.78333336,.89999998,.56666666,.88333333,1.0166667,.78333336,.98333329,.98333329,.625,1.0672677,1.05,.64999998,.5,.85000002,.78333336,.89999998,.56666666,.88333333,1.2666667,.9666667,1.1333333,1.0833333,.88977987,1.2995586,1.4,.81666672,1.0166667,.78333336,.98333329,.98333329,.6395455,1.1175779,1.1654999,.64999998,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1.7917595,1.3862944,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
27sep2003,Saturday,9,2003,524,.64999998,.64999998,.64999998,.81666672,0,.9666667,1.0166667,.78333336,.98333329,.98333329,.64009434,1.1250973,.5,.85000002,.78333336,.89999998,.56666666,.88333333,.80396044,.9666667,1.0166667,.78333336,.98333329,.98333329,.625,1.0672677,.5,.85000002,.78333336,.89999998,.56666666,.88333333,.69999999,1.15,1.2666667,.9666667,1.1333333,1.0833333,.88977987,1.2995586,.83333331,.9666667,1.0166667,.78333336,.98333329,.98333329,.6395455,1.1175779,.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
28sep2003,Sunday,9,2003,524,.5,.5,.5,.83333331,0,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.64009434,.85000002,.78333336,.89999998,.56666666,.88333333,.80396044,.84424609,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.625,.85000002,.78333336,.89999998,.56666666,.88333333,.69999999,.61666667,.81666672,1.15,1.2666667,.9666667,1.1333333,1.0833333,.88977987,1.15,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.6395455,.85000002,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
29sep2003,Monday,9,2003,524,.85000002,.85000002,.85000002,1.15,0,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.78333336,.89999998,.56666666,.88333333,.80396044,.84424609,.91666669,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.78333336,.89999998,.56666666,.88333333,.69999999,.61666667,.81666672,.83333331,.81666672,1.15,1.2666667,.9666667,1.1333333,1.0833333,.91666669,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.98333329,.78333336,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
30sep2003,Tuesday,9,2003,524,.78333336,.78333336,.78333336,.91666669,0,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.89999998,.56666666,.88333333,.80396044,.84424609,.91666669,1.0166667,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.89999998,.56666666,.88333333,.69999999,.61666667,.81666672,1.0166667,1.15,.83333331,.81666672,1.15,1.2666667,.9666667,1.1333333,1.1166667,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.98333329,.89999998,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
01oct2003,Wednesday,10,2003,525,.89999998,.89999998,.89999998,1.1166667,0,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.56666666,.88333333,.80396044,.84424609,.91666669,1.0166667,1.2833333,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.56666666,.88333333,.69999999,.61666667,.81666672,1.0166667,1.2833333,.91666669,1.15,.83333331,.81666672,1.15,1.2666667,.9666667,1.0166667,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.78333336,.56666666,2,0,1,0,1.0986123,0,0,1,1,0,1,0,1,0,1.0986123,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
02oct2003,Thursday,10,2003,525,.56666666,.56666666,.56666666,1.0166667,0,.89999998,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.88333333,.80396044,.84424609,.91666669,1.0166667,1.2833333,.76666665,.89999998,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.88333333,.69999999,.61666667,.81666672,1.0166667,1.2833333,.76666665,1.1166667,.91666669,1.15,.83333331,.81666672,1.15,1.2666667,1.1,.89999998,.78333336,.85000002,.5,.64999998,.9666667,1.0166667,.88333333,2,0,1,0,1.0986123,0,1,1,1,0,1,0,1,0,1.6094379,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
03oct2003,Friday,10,2003,525,.88333333,.88333333,.88333333,1.1,0,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.9666667,.80396044,.84424609,.91666669,1.0166667,1.2833333,.76666665,.93333328,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.9666667,.69999999,.61666667,.81666672,1.0166667,1.2833333,.76666665,.93333328,1.0166667,1.1166667,.91666669,1.15,.83333331,.81666672,1.15,1.0528052,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.9666667,.80396044,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1.0986123,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
04oct2003,Saturday,10,2003,525,.80396044,.80396044,.69999999,1.0528052,0,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.84424609,.91666669,1.0166667,1.2833333,.76666665,.93333328,.81666672,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.61666667,.81666672,1.0166667,1.2833333,.76666665,.93333328,.81666672,1.1,1.0166667,1.1166667,.91666669,1.15,.83333331,.81666672,1.1408731,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.64999998,.85562497,2,0,1,0,1.0986123,0,0,1,1,0,0,1,1,0,1.0986123,0,0,0,3,0,0,1,2,1,1,1,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
05oct2003,Sunday,10,2003,525,.84424609,.85562497,.61666667,1.1408731,0,.80396044,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.91666669,1.0166667,1.2833333,.76666665,.93333328,.81666672,.85000002,.69999999,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.81666672,1.0166667,1.2833333,.76666665,.93333328,.81666672,.85000002,1.0528052,1.1,1.0166667,1.1166667,.91666669,1.15,.83333331,1.2489583,.80396044,.88333333,.56666666,.89999998,.78333336,.85000002,.5,.91369641,1,0,1,0,.69314718,0,1,1,1,0,0,1,1,0,1.3862944,0,0,0,3,0,0,1,1,1,1,3,11.833333,7.1666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
06oct2003,Monday,10,2003,525,.91666669,.91369641,.81666672,1.2489583,0,.84424609,.80396044,.88333333,.56666666,.89999998,.78333336,.85000002,1.0166667,1.2833333,.76666665,.93333328,.81666672,.85000002,1.0166667,.61666667,.69999999,.88333333,.56666666,.89999998,.78333336,.85000002,1.0166667,1.2833333,.76666665,.93333328,.81666672,.85000002,1.0166667,1.1408731,1.0528052,1.1,1.0166667,1.1166667,.91666669,1.15,1.2333333,.85562497,.80396044,.88333333,.56666666,.89999998,.78333336,.85000002,1.0166667,0,0,0,0,0,0,1,1,1,0,0,1,1,0,.69314718,0,0,0,1,0,0,1,0,0,1,1,2.1666667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
07oct2003,Tuesday,10,2003,525,1.0166667,1.0166667,1.0166667,1.2333333,0,.91666669,.84424609,.80396044,.88333333,.56666666,.89999998,.78333336,1.2833333,.76666665,.93333328,.81666672,.85000002,1.0166667,.89999998,.81666672,.61666667,.69999999,.88333333,.56666666,.89999998,.78333336,1.2833333,.76666665,.93333328,.81666672,.85000002,1.0166667,.89999998,1.2489583,1.1408731,1.0528052,1.1,1.0166667,1.1166667,.91666669,1.3333333,.91369641,.85562497,.80396044,.88333333,.56666666,.89999998,.78333336,1.2833333,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.5,2.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
08oct2003,Wednesday,10,2003,525,1.2833333,1.2833333,1.2833333,1.3333333,0,1.0166667,.91666669,.84424609,.80396044,.88333333,.56666666,.89999998,.76666665,.93333328,.81666672,.85000002,1.0166667,.89999998,.66746795,1.0166667,.81666672,.61666667,.69999999,.88333333,.56666666,.89999998,.76666665,.93333328,.81666672,.85000002,1.0166667,.89999998,.5,1.2333333,1.2489583,1.1408731,1.0528052,1.1,1.0166667,1.1166667,1.1333333,1.0166667,.91369641,.85562497,.80396044,.88333333,.56666666,.89999998,.76666665,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
09oct2003,Thursday,10,2003,525,.76666665,.76666665,.76666665,1.1333333,0,1.2833333,1.0166667,.91666669,.84424609,.80396044,.88333333,.56666666,.93333328,.81666672,.85000002,1.0166667,.89999998,.66746795,.66666663,1.2833333,1.0166667,.81666672,.61666667,.69999999,.88333333,.56666666,.93333328,.81666672,.85000002,1.0166667,.89999998,.5,.66666663,1.3333333,1.2333333,1.2489583,1.1408731,1.0528052,1.1,1.0166667,1.1166667,1.2833333,1.0166667,.91369641,.85562497,.80396044,.88333333,.56666666,.93333328,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
10oct2003,Friday,10,2003,525,.93333328,.93333328,.93333328,1.1166667,0,.76666665,1.2833333,1.0166667,.91666669,.84424609,.80396044,.88333333,.81666672,.85000002,1.0166667,.89999998,.66746795,.66666663,.83333331,.76666665,1.2833333,1.0166667,.81666672,.61666667,.69999999,.88333333,.81666672,.85000002,1.0166667,.89999998,.5,.66666663,.83333331,1.1333333,1.3333333,1.2333333,1.2489583,1.1408731,1.0528052,1.1,.91666669,.76666665,1.2833333,1.0166667,.91369641,.85562497,.80396044,.88333333,.81666672,8,0,1,0,2.1972246,0,0,1,1,0,0,0,1,0,2.1972246,0,0,0,3,0,0,1,8,1,1,1,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
11oct2003,Saturday,10,2003,525,.81666672,.81666672,.81666672,.91666669,0,.93333328,.76666665,1.2833333,1.0166667,.91666669,.84424609,.80396044,.85000002,1.0166667,.89999998,.66746795,.66666663,.83333331,.76666665,.93333328,.76666665,1.2833333,1.0166667,.81666672,.61666667,.69999999,.85000002,1.0166667,.89999998,.5,.66666663,.83333331,.76666665,1.1166667,1.1333333,1.3333333,1.2333333,1.2489583,1.1408731,1.0528052,1.0666667,.93333328,.76666665,1.2833333,1.0166667,.91369641,.85562497,.80396044,.85000002,1,0,1,0,.69314718,0,1,1,1,0,0,0,1,0,2.3025851,0,0,0,3,0,0,1,1,1,0,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
12oct2003,Sunday,10,2003,525,.85000002,.85000002,.85000002,1.0666667,0,.81666672,.93333328,.76666665,1.2833333,1.0166667,.91666669,.84424609,1.0166667,.89999998,.66746795,.66666663,.83333331,.76666665,.51666665,.81666672,.93333328,.76666665,1.2833333,1.0166667,.81666672,.61666667,1.0166667,.89999998,.5,.66666663,.83333331,.76666665,.51666665,.91666669,1.1166667,1.1333333,1.3333333,1.2333333,1.2489583,1.1408731,1.2833333,.81666672,.93333328,.76666665,1.2833333,1.0166667,.91369641,.85562497,1.0166667,1,0,1,0,.69314718,0,1,1,1,0,0,0,1,0,1.0986123,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
13oct2003,Monday,10,2003,525,1.0166667,1.0166667,1.0166667,1.2833333,0,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.91666669,.89999998,.66746795,.66666663,.83333331,.76666665,.51666665,.71734697,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.81666672,.89999998,.5,.66666663,.83333331,.76666665,.51666665,.63333333,1.0666667,.91666669,1.1166667,1.1333333,1.3333333,1.2333333,1.2489583,1.1,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.91369641,.89999998,0,0,0,0,0,0,1,1,1,0,0,0,1,0,.69314718,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
14oct2003,Tuesday,10,2003,525,.89999998,.89999998,.89999998,1.1,0,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.66746795,.66666663,.83333331,.76666665,.51666665,.71734697,.55000001,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.5,.66666663,.83333331,.76666665,.51666665,.63333333,.55000001,1.2833333,1.0666667,.91666669,1.1166667,1.1333333,1.3333333,1.2333333,.98999995,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,1.0166667,.66867471,2,0,1,0,1.0986123,0,0,1,1,0,0,0,1,0,1.0986123,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.011,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
15oct2003,Wednesday,10,2003,525,.66746795,.66867471,.5,.98999995,0,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,.66666663,.83333331,.76666665,.51666665,.71734697,.55000001,.71666664,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,.66666663,.83333331,.76666665,.51666665,.63333333,.55000001,.71666664,1.1,1.2833333,1.0666667,.91666669,1.1166667,1.1333333,1.3333333,.98333329,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,1.2833333,.66666663,0,3,0,1,0,1.3862944,1,1,1,0,0,0,1,1,1.0986123,1.3862944,0,0,1,0,0,1,0,0,1,3,9.666667,4.8333335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
16oct2003,Thursday,10,2003,525,.66666663,.66666663,.66666663,.98333329,0,.66746795,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,.83333331,.76666665,.51666665,.71734697,.55000001,.71666664,.73466665,.5,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,.83333331,.76666665,.51666665,.63333333,.55000001,.71666664,.63333333,.98999995,1.1,1.2833333,1.0666667,.91666669,1.1166667,1.1333333,1,.66867471,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,.83333331,2,0,1,0,1.0986123,0,0,1,1,1,0,0,1,1,1.0986123,1.3862944,0,0,3,0,0,1,2,1,1,1,.33333334,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
17oct2003,Friday,10,2003,525,.83333331,.83333331,.83333331,1,0,.66666663,.66746795,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,.51666665,.71734697,.55000001,.71666664,.73466665,.56666666,.66666663,.5,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,.51666665,.63333333,.55000001,.71666664,.63333333,.56666666,.98333329,.98999995,1.1,1.2833333,1.0666667,.91666669,1.1166667,.81666672,.66666663,.66867471,.89999998,1.0166667,.85000002,.81666672,.93333328,.76666665,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1.0986123,0,0,0,1,0,0,1,0,0,0,0,0,.16666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
18oct2003,Saturday,10,2003,525,.76666665,.76666665,.76666665,.81666672,0,.83333331,.66666663,.66746795,.89999998,1.0166667,.85000002,.81666672,.51666665,.71734697,.55000001,.71666664,.73466665,.56666666,.97500002,.83333331,.66666663,.5,.89999998,1.0166667,.85000002,.81666672,.51666665,.63333333,.55000001,.71666664,.63333333,.56666666,.85000002,1,.98333329,.98999995,1.1,1.2833333,1.0666667,.91666669,1,.83333331,.66666663,.66867471,.89999998,1.0166667,.85000002,.81666672,.51666665,4,0,1,0,1.6094379,0,0,1,1,0,1,0,1,0,1.6094379,0,0,0,3,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,republican,1,0
