date,dow,month,year,monthyear,daily_woi,daily_woi_c_med,daily_woi_nc,daily_woi_long,interpolated_news,lagdaily_woi,lagdaily_woi2,lagdaily_woi3,lagdaily_woi4,lagdaily_woi5,lagdaily_woi6,lagdaily_woi7,leaddaily_woi,leaddaily_woi2,leaddaily_woi3,leaddaily_woi4,leaddaily_woi5,leaddaily_woi6,leaddaily_woi7,lagdaily_woi_nc,lagdaily_woi2_nc,lagdaily_woi3_nc,lagdaily_woi4_nc,lagdaily_woi5_nc,lagdaily_woi6_nc,lagdaily_woi7_nc,leaddaily_woi_nc,leaddaily_woi2_nc,leaddaily_woi3_nc,leaddaily_woi4_nc,leaddaily_woi5_nc,leaddaily_woi6_nc,leaddaily_woi7_nc,lagdaily_woi_long,lagdaily_woi2_long,lagdaily_woi3_long,lagdaily_woi4_long,lagdaily_woi5_long,lagdaily_woi6_long,lagdaily_woi7_long,leaddaily_woi_long,lagdaily_woi_c_med,lagdaily_woi2_c_med,lagdaily_woi3_c_med,lagdaily_woi4_c_med,lagdaily_woi5_c_med,lagdaily_woi6_c_med,lagdaily_woi7_c_med,leaddaily_woi_c_med,victims_isr,victims_pal,occurrence,occurrence_pal,lnvic,lnvic_pal,occurrence_1,occurrence_2_7,occurrence_8_14,occurrence_pal_1,occurrence_pal_2_7,occurrence_pal_8_14,occurrence_t_y,occurrence_pal_t_y,lnvic_t_y,lnvic_pal_y,occurrence_target,victims_target,attacks_target,gaza_war,post_intifada,high_intensity,victims_non_target,occurrence_non_target,any_conflict_news,num_conflict_news,length_conflict_news,length_conflict_news_t_t_1,jhol1,jhol2,jhol3,jhol4,jhol5,jhol6,jhol7,jhol8,jhol9,jhol10,jhol11,jhol12,jhol13,jhol14,jhol15,jhol16,jhol17,mhol1,mhol2,mhol3,mhol4,mhol5,mhol6,mhol7,mhol8,conflict_searches,general_election,congress_start_session,state_of_the_union,main_national_conventions,special_congressional_elections,statewide_elections,gubernatorial_elections,presidential_inauguration,state_primary,presidential_caucuses,special_senate_elections,super_tuesday,iowa_caucuses,nh_presidential_primary,other_presidential_primaries,other_presidential_caucuses,olympics,worldcup,eurocup,worldseries,marchmadness,nbafinals,other_sport_events,major_events,lead_maj_events,lead_disaster,lead_killed_1000,fatal_victims,non_fatal_victims,occurrence_all,occurrence_fatal,occurrence_non_fatal,victims_hpd,occurrence_hpd,victims_lpd,occurrence_lpd,victims_hw,victims_nhw,occurrence_hw,occurrence_nhw,attacks_fatal,attacks_hpd,attacks_hw,barak,sharon,olmert,netanyahu,clinton,bush,obama,us_president_party,p_process,p_talks
09apr2005,Saturday,4,2005,543,.77562505,.77521932,.75833333,.85250008,0,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,1.6416667,.76849306,.80509263,.55000001,.71666664,.61666667,.75,.73333335,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,1.6416667,.66666663,.75,.55000001,.71666664,.61666667,.75,.73333335,1.55,1.2666667,1.1833333,1.0833333,1.5,1.3,1.7,.94119442,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,1.6416667,.76797938,3,0,1,0,1.3862944,0,0,0,0,0,0,0,1,0,1.3862944,0,0,0,3,0,1,0,3,1,1,2,.83333331,.41666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6145816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,1,0,15,1,2,1,0,17,0,1,3,3,2,0,1,0,0,0,1,0,republican,1,0
10apr2005,Sunday,4,2005,543,.76849306,.76797938,.66666663,.94119442,0,.77562505,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,.80509263,.55000001,.71666664,.61666667,.75,.73333335,.85000002,.75833333,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,.75,.55000001,.71666664,.61666667,.75,.73333335,.85000002,.85250008,1.55,1.2666667,1.1833333,1.0833333,1.5,1.3,1.0095236,.77521932,1.3,.78333336,.89999998,1.0666667,1.2666667,1.2333333,.80469692,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3862944,0,0,0,1,0,1,0,0,0,1,1,2.6666667,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1938224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,5,1,0,5,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
11apr2005,Monday,4,2005,543,.80509263,.80469692,.75,1.0095236,0,.76849306,.77562505,1.3,.78333336,.89999998,1.0666667,1.2666667,.55000001,.71666664,.61666667,.75,.73333335,.85000002,.94999999,.66666663,.75833333,1.3,.78333336,.89999998,1.0666667,1.2666667,.55000001,.71666664,.61666667,.75,.73333335,.85000002,.94999999,.94119442,.85250008,1.55,1.2666667,1.1833333,1.0833333,1.5,.83333331,.76797938,.77521932,1.3,.78333336,.89999998,1.0666667,1.2666667,.55000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.3333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7911017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,6,1,,,0,0,2,2,,0,1,0,0,0,1,0,republican,1,0
12apr2005,Tuesday,4,2005,543,.55000001,.55000001,.55000001,.83333331,0,.80509263,.76849306,.77562505,1.3,.78333336,.89999998,1.0666667,.71666664,.61666667,.75,.73333335,.85000002,.94999999,1.3666667,.75,.66666663,.75833333,1.3,.78333336,.89999998,1.0666667,.71666664,.61666667,.75,.73333335,.85000002,.94999999,1.3666667,1.0095236,.94119442,.85250008,1.55,1.2666667,1.1833333,1.0833333,.9666667,.80469692,.76797938,.77521932,1.3,.78333336,.89999998,1.0666667,.71666664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3057153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
13apr2005,Wednesday,4,2005,543,.71666664,.71666664,.71666664,.9666667,0,.55000001,.80509263,.76849306,.77562505,1.3,.78333336,.89999998,.61666667,.75,.73333335,.85000002,.94999999,1.3666667,.83333331,.55000001,.75,.66666663,.75833333,1.3,.78333336,.89999998,.61666667,.75,.73333335,.85000002,.94999999,1.3666667,.83333331,.83333331,1.0095236,.94119442,.85250008,1.55,1.2666667,1.1833333,.83333331,.55000001,.80469692,.76797938,.77521932,1.3,.78333336,.89999998,.61666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1819124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,5,1,0,5,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
14apr2005,Thursday,4,2005,543,.61666667,.61666667,.61666667,.83333331,0,.71666664,.55000001,.80509263,.76849306,.77562505,1.3,.78333336,.75,.73333335,.85000002,.94999999,1.3666667,.83333331,.71666664,.71666664,.55000001,.75,.66666663,.75833333,1.3,.78333336,.75,.73333335,.85000002,.94999999,1.3666667,.83333331,.71666664,.9666667,.83333331,1.0095236,.94119442,.85250008,1.55,1.2666667,1.0166667,.71666664,.55000001,.80469692,.76797938,.77521932,1.3,.78333336,.75,1,0,1,0,.69314718,0,0,1,0,0,0,0,1,0,.69314718,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9983063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,,,0,0,3,2,,0,1,0,0,0,1,0,republican,1,0
15apr2005,Friday,4,2005,543,.75,.75,.75,1.0166667,0,.61666667,.71666664,.55000001,.80509263,.76849306,.77562505,1.3,.73333335,.85000002,.94999999,1.3666667,.83333331,.71666664,.56666666,.61666667,.71666664,.55000001,.75,.66666663,.75833333,1.3,.73333335,.85000002,.94999999,1.3666667,.83333331,.71666664,.56666666,.83333331,.9666667,.83333331,1.0095236,.94119442,.85250008,1.55,1.1666667,.61666667,.71666664,.55000001,.80469692,.76797938,.77521932,1.3,.73333335,0,0,0,0,0,0,1,1,0,0,0,0,1,0,.69314718,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9079709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
16apr2005,Saturday,4,2005,543,.73333335,.73333335,.73333335,1.1666667,0,.75,.61666667,.71666664,.55000001,.80509263,.76849306,.77562505,.85000002,.94999999,1.3666667,.83333331,.71666664,.56666666,.69999999,.75,.61666667,.71666664,.55000001,.75,.66666663,.75833333,.85000002,.94999999,1.3666667,.83333331,.71666664,.56666666,.69999999,1.0166667,.83333331,.9666667,.83333331,1.0095236,.94119442,.85250008,.98333329,.75,.61666667,.71666664,.55000001,.80469692,.76797938,.77521932,.85000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8086572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
17apr2005,Sunday,4,2005,543,.85000002,.85000002,.85000002,.98333329,0,.73333335,.75,.61666667,.71666664,.55000001,.80509263,.76849306,.94999999,1.3666667,.83333331,.71666664,.56666666,.69999999,.80000001,.73333335,.75,.61666667,.71666664,.55000001,.75,.66666663,.94999999,1.3666667,.83333331,.71666664,.56666666,.69999999,.80000001,1.1666667,1.0166667,.83333331,.9666667,.83333331,1.0095236,.94119442,1.2,.73333335,.75,.61666667,.71666664,.55000001,.80469692,.76797938,.94999999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9697776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
18apr2005,Monday,4,2005,543,.94999999,.94999999,.94999999,1.2,0,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.80509263,1.3666667,.83333331,.71666664,.56666666,.69999999,.80000001,.64999998,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.75,1.3666667,.83333331,.71666664,.56666666,.69999999,.80000001,.64999998,.98333329,1.1666667,1.0166667,.83333331,.9666667,.83333331,1.0095236,1.65,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.80469692,1.3666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9697776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,3,2,0,1,0,0,0,1,0,republican,1,0
19apr2005,Tuesday,4,2005,543,1.3666667,1.3666667,1.3666667,1.65,0,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.83333331,.71666664,.56666666,.69999999,.80000001,.64999998,.71666664,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.83333331,.71666664,.56666666,.69999999,.80000001,.64999998,.71666664,1.2,.98333329,1.1666667,1.0166667,.83333331,.9666667,.83333331,1.1166667,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.55000001,.83333331,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1311665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
20apr2005,Wednesday,4,2005,543,.83333331,.83333331,.83333331,1.1166667,0,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.71666664,.56666666,.69999999,.80000001,.64999998,.71666664,.76975942,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.71666664,.56666666,.69999999,.80000001,.64999998,.71666664,.66666663,1.65,1.2,.98333329,1.1666667,1.0166667,.83333331,.9666667,1.15,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.71666664,.71666664,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6246033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
21apr2005,Thursday,4,2005,543,.71666664,.71666664,.71666664,1.15,0,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.56666666,.69999999,.80000001,.64999998,.71666664,.76975942,.68333334,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.56666666,.69999999,.80000001,.64999998,.71666664,.66666663,.68333334,1.1166667,1.65,1.2,.98333329,1.1666667,1.0166667,.83333331,.9666667,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.61666667,.56666666,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1557028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,2,1,4,1,0,6,0,1,2,3,2,0,1,0,0,0,1,0,republican,1,0
22apr2005,Friday,4,2005,543,.56666666,.56666666,.56666666,.9666667,0,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.69999999,.80000001,.64999998,.71666664,.76975942,.68333334,.75,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.69999999,.80000001,.64999998,.71666664,.66666663,.68333334,.75,1.15,1.1166667,1.65,1.2,.98333329,1.1666667,1.0166667,1.1060897,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.75,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9401526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
23apr2005,Saturday,4,2005,543,.69999999,.69999999,.69999999,1.1060897,0,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.80000001,.64999998,.71666664,.76975942,.68333334,.75,.75,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.80000001,.64999998,.71666664,.66666663,.68333334,.75,.75,.9666667,1.15,1.1166667,1.65,1.2,.98333329,1.1666667,.92500001,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.73333335,.80000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7038276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,15,1,0,15,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
24apr2005,Sunday,4,2005,543,.80000001,.80000001,.80000001,.92500001,0,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.64999998,.71666664,.76975942,.68333334,.75,.75,.875,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.64999998,.71666664,.66666663,.68333334,.75,.75,.875,1.1060897,.9666667,1.15,1.1166667,1.65,1.2,.98333329,.91666669,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.85000002,.64999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5326016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
25apr2005,Monday,4,2005,543,.64999998,.64999998,.64999998,.91666669,0,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.71666664,.76975942,.68333334,.75,.75,.875,1.0166667,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.71666664,.66666663,.68333334,.75,.75,.875,1.0166667,.92500001,1.1060897,.9666667,1.15,1.1166667,1.65,1.2,.94999999,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.94999999,.71666664,1,0,1,0,.69314718,0,0,0,1,0,0,0,1,0,.69314718,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7080503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,2,0,1,3,2,2,0,1,0,0,0,1,0,republican,1,0
26apr2005,Tuesday,4,2005,543,.71666664,.71666664,.71666664,.94999999,0,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.76975942,.68333334,.75,.75,.875,1.0166667,.68333334,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.66666663,.68333334,.75,.75,.875,1.0166667,.68333334,.91666669,.92500001,1.1060897,.9666667,1.15,1.1166667,1.65,.96219933,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,1.3666667,.76567662,0,0,0,0,0,0,1,0,1,0,0,0,1,0,.69314718,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7704313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
27apr2005,Wednesday,4,2005,543,.76975942,.76567662,.66666663,.96219933,0,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,.68333334,.75,.75,.875,1.0166667,.68333334,.80000001,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,.68333334,.75,.75,.875,1.0166667,.68333334,.80000001,.94999999,.91666669,.92500001,1.1060897,.9666667,1.15,1.1166667,.89999998,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.83333331,.68333334,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,3,2,0,1,0,0,0,1,0,republican,1,0
28apr2005,Thursday,4,2005,543,.68333334,.68333334,.68333334,.89999998,0,.76975942,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.75,.75,.875,1.0166667,.68333334,.80000001,.58333337,.66666663,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.75,.75,.875,1.0166667,.68333334,.80000001,.58333337,.96219933,.94999999,.91666669,.92500001,1.1060897,.9666667,1.15,.91666669,.76567662,.71666664,.64999998,.80000001,.69999999,.56666666,.71666664,.75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9112256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,7,1,0,7,0,1,2,2,2,0,1,0,0,0,1,0,republican,1,0
29apr2005,Friday,4,2005,543,.75,.75,.75,.91666669,0,.68333334,.76975942,.71666664,.64999998,.80000001,.69999999,.56666666,.75,.875,1.0166667,.68333334,.80000001,.58333337,.71666664,.68333334,.66666663,.71666664,.64999998,.80000001,.69999999,.56666666,.75,.875,1.0166667,.68333334,.80000001,.58333337,.71666664,.89999998,.96219933,.94999999,.91666669,.92500001,1.1060897,.9666667,1.2,.68333334,.76567662,.71666664,.64999998,.80000001,.69999999,.56666666,.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4103565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
30apr2005,Saturday,4,2005,543,.75,.75,.75,1.2,0,.75,.68333334,.76975942,.71666664,.64999998,.80000001,.69999999,.875,1.0166667,.68333334,.80000001,.58333337,.71666664,.81666672,.75,.68333334,.66666663,.71666664,.64999998,.80000001,.69999999,.875,1.0166667,.68333334,.80000001,.58333337,.71666664,.81666672,.91666669,.89999998,.96219933,.94999999,.91666669,.92500001,1.1060897,1.1,.75,.68333334,.76567662,.71666664,.64999998,.80000001,.69999999,.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8980052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
01may2005,Sunday,5,2005,544,.875,.875,.875,1.1,0,.75,.75,.68333334,.76975942,.71666664,.64999998,.80000001,1.0166667,.68333334,.80000001,.58333337,.71666664,.81666672,.93333328,.75,.75,.68333334,.66666663,.71666664,.64999998,.80000001,1.0166667,.68333334,.80000001,.58333337,.71666664,.81666672,.93333328,1.2,.91666669,.89999998,.96219933,.94999999,.91666669,.92500001,1.2,.75,.75,.68333334,.76567662,.71666664,.64999998,.80000001,1.0166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2621455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,3,2,0,1,0,0,0,1,0,republican,1,0
02may2005,Monday,5,2005,544,1.0166667,1.0166667,1.0166667,1.2,0,.875,.75,.75,.68333334,.76975942,.71666664,.64999998,.68333334,.80000001,.58333337,.71666664,.81666672,.93333328,.80000001,.875,.75,.75,.68333334,.66666663,.71666664,.64999998,.68333334,.80000001,.58333337,.71666664,.81666672,.93333328,.80000001,1.1,1.2,.91666669,.89999998,.96219933,.94999999,.91666669,.94999999,.875,.75,.75,.68333334,.76567662,.71666664,.64999998,.68333334,2,1,1,1,1.0986123,.69314718,0,1,0,0,0,0,1,1,1.0986123,.69314718,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9217541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,5,1,0,0,0,5,0,1,3,3,2,0,1,0,0,0,1,0,republican,1,0
03may2005,Tuesday,5,2005,544,.68333334,.68333334,.68333334,.94999999,0,1.0166667,.875,.75,.75,.68333334,.76975942,.71666664,.80000001,.58333337,.71666664,.81666672,.93333328,.80000001,.76666665,1.0166667,.875,.75,.75,.68333334,.66666663,.71666664,.80000001,.58333337,.71666664,.81666672,.93333328,.80000001,.76666665,1.2,1.1,1.2,.91666669,.89999998,.96219933,.94999999,.9666667,1.0166667,.875,.75,.75,.68333334,.76567662,.71666664,.80000001,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1.0986123,.69314718,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,republican,1,0
04may2005,Wednesday,5,2005,544,.80000001,.80000001,.80000001,.9666667,0,.68333334,1.0166667,.875,.75,.75,.68333334,.76975942,.58333337,.71666664,.81666672,.93333328,.80000001,.76666665,.89999998,.68333334,1.0166667,.875,.75,.75,.68333334,.66666663,.58333337,.71666664,.81666672,.93333328,.80000001,.76666665,.89999998,.94999999,1.2,1.1,1.2,.91666669,.89999998,.96219933,1.0166667,.68333334,1.0166667,.875,.75,.75,.68333334,.76567662,.58333337,2,0,1,0,1.0986123,0,0,1,1,0,1,0,1,0,1.0986123,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8661714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1,1,0,0,0,27,1,0,10,0,1,3,2,2,0,1,0,0,0,1,0,republican,1,0
