,date,tweet_count
473,07jul2007,0
474,08jul2007,0
475,09jul2007,0
476,10jul2007,0
477,11jul2007,0
478,12jul2007,0
479,13jul2007,1
480,14jul2007,0
481,15jul2007,0
482,16jul2007,2
483,17jul2007,0
484,18jul2007,0
485,19jul2007,0
486,20jul2007,0
487,21jul2007,0
488,22jul2007,0
489,23jul2007,0
490,24jul2007,0
491,25jul2007,1
492,26jul2007,0
493,27jul2007,0
494,28jul2007,0
495,29jul2007,1
496,30jul2007,0
497,31jul2007,0
498,01aug2007,0
499,02aug2007,0
500,03aug2007,0
501,04aug2007,0
502,05aug2007,0
503,06aug2007,0
504,07aug2007,1
505,08aug2007,0
506,09aug2007,0
507,10aug2007,3
508,11aug2007,0
509,12aug2007,0
510,13aug2007,0
511,14aug2007,0
512,15aug2007,0
513,16aug2007,0
514,17aug2007,0
515,18aug2007,0
516,19aug2007,0
517,20aug2007,0
518,21aug2007,0
519,22aug2007,0
520,23aug2007,0
521,24aug2007,0
522,25aug2007,0
523,26aug2007,1
524,27aug2007,1
525,28aug2007,0
526,29aug2007,0
527,30aug2007,0
528,31aug2007,0
529,01sep2007,0
530,02sep2007,0
531,03sep2007,0
532,04sep2007,0
533,05sep2007,0
534,06sep2007,0
535,07sep2007,0
536,08sep2007,0
537,09sep2007,0
538,10sep2007,0
539,11sep2007,3
540,12sep2007,1
541,13sep2007,0
542,14sep2007,0
543,15sep2007,0
544,16sep2007,0
545,17sep2007,0
546,18sep2007,0
547,19sep2007,0
548,20sep2007,0
549,21sep2007,0
550,22sep2007,1
551,23sep2007,0
552,24sep2007,1
553,25sep2007,0
554,26sep2007,0
555,27sep2007,0
556,28sep2007,0
557,29sep2007,1
558,30sep2007,0
559,01oct2007,0
560,02oct2007,1
561,03oct2007,0
562,04oct2007,2
563,05oct2007,0
564,06oct2007,0
565,07oct2007,1
566,08oct2007,0
567,09oct2007,0
568,10oct2007,0
569,11oct2007,0
570,12oct2007,1
571,13oct2007,0
572,14oct2007,0
573,15oct2007,1
574,16oct2007,1
575,17oct2007,1
576,18oct2007,0
577,19oct2007,1
578,20oct2007,0
579,21oct2007,1
580,22oct2007,3
581,23oct2007,3
582,24oct2007,0
583,25oct2007,0
584,26oct2007,0
585,27oct2007,0
586,28oct2007,0
587,29oct2007,0
588,30oct2007,0
589,31oct2007,0
590,01nov2007,0
591,02nov2007,0
592,03nov2007,0
593,04nov2007,0
594,05nov2007,0
595,06nov2007,0
596,07nov2007,0
597,08nov2007,0
598,09nov2007,1
599,10nov2007,0
600,11nov2007,0
601,12nov2007,0
602,13nov2007,0
603,14nov2007,0
604,15nov2007,1
605,16nov2007,0
606,17nov2007,0
607,18nov2007,0
608,19nov2007,0
609,20nov2007,1
610,21nov2007,1
611,22nov2007,0
612,23nov2007,0
613,24nov2007,0
614,25nov2007,0
615,26nov2007,0
616,27nov2007,1
617,28nov2007,1
618,29nov2007,0
619,30nov2007,1
620,01dec2007,1
621,02dec2007,0
622,03dec2007,0
623,04dec2007,1
624,05dec2007,1
625,06dec2007,0
626,07dec2007,0
627,08dec2007,0
628,09dec2007,1
629,10dec2007,0
630,11dec2007,1
631,12dec2007,1
632,13dec2007,4
633,14dec2007,0
634,15dec2007,0
635,16dec2007,0
636,17dec2007,0
637,18dec2007,0
638,19dec2007,1
639,20dec2007,0
640,21dec2007,0
641,22dec2007,0
642,23dec2007,1
643,24dec2007,0
644,25dec2007,0
645,26dec2007,0
646,27dec2007,0
647,28dec2007,0
648,29dec2007,0
649,30dec2007,7
650,31dec2007,36
651,01jan2008,5
652,02jan2008,2
653,03jan2008,2
654,04jan2008,0
655,05jan2008,0
656,06jan2008,0
657,07jan2008,1
658,08jan2008,0
659,09jan2008,0
660,10jan2008,1
661,11jan2008,0
662,12jan2008,0
663,13jan2008,0
664,14jan2008,1
665,15jan2008,0
666,16jan2008,1
667,17jan2008,3
668,18jan2008,1
669,19jan2008,0
670,20jan2008,0
671,21jan2008,0
672,22jan2008,0
673,23jan2008,2
674,24jan2008,0
675,25jan2008,1
676,26jan2008,0
677,27jan2008,0
678,28jan2008,0
679,29jan2008,0
680,30jan2008,0
681,31jan2008,0
682,01feb2008,1
683,02feb2008,0
684,03feb2008,0
685,04feb2008,7
686,05feb2008,16
687,06feb2008,0
688,07feb2008,1
689,08feb2008,0
690,09feb2008,0
691,10feb2008,6
692,11feb2008,0
693,12feb2008,1
694,13feb2008,0
695,14feb2008,1
696,15feb2008,0
697,16feb2008,0
698,17feb2008,0
699,18feb2008,0
700,19feb2008,0
701,20feb2008,0
702,21feb2008,0
703,22feb2008,1
704,23feb2008,0
705,24feb2008,0
706,25feb2008,2
707,26feb2008,3
708,27feb2008,2
709,28feb2008,2
710,29feb2008,0
711,01mar2008,0
712,02mar2008,0
713,03mar2008,0
714,04mar2008,6
715,05mar2008,0
716,06mar2008,15
717,07mar2008,20
718,08mar2008,1
719,09mar2008,0
720,10mar2008,0
721,11mar2008,1
722,12mar2008,0
723,13mar2008,3
724,14mar2008,0
725,15mar2008,2
726,16mar2008,0
727,17mar2008,0
728,18mar2008,1
729,19mar2008,0
730,20mar2008,0
731,21mar2008,0
732,22mar2008,0
733,23mar2008,0
734,24mar2008,0
735,25mar2008,0
736,26mar2008,0
737,27mar2008,0
738,28mar2008,0
739,29mar2008,0
740,30mar2008,0
741,31mar2008,0
742,01apr2008,0
743,02apr2008,0
744,03apr2008,0
745,04apr2008,1
746,05apr2008,1
747,06apr2008,0
748,07apr2008,0
749,08apr2008,0
750,09apr2008,9
751,10apr2008,1
752,11apr2008,0
753,12apr2008,0
754,13apr2008,0
755,14apr2008,1
756,15apr2008,1
757,16apr2008,0
758,17apr2008,5
759,18apr2008,0
760,19apr2008,2
761,20apr2008,0
762,21apr2008,2
763,22apr2008,1
764,23apr2008,0
765,24apr2008,0
766,25apr2008,0
767,26apr2008,2
768,27apr2008,0
769,28apr2008,4
770,29apr2008,1
771,30apr2008,2
772,01may2008,1
773,02may2008,0
774,03may2008,1
775,04may2008,1
776,05may2008,0
777,06may2008,1
778,07may2008,1
779,08may2008,0
780,09may2008,0
781,10may2008,0
782,11may2008,1
783,12may2008,0
784,13may2008,0
785,14may2008,2
786,15may2008,0
787,16may2008,1
788,17may2008,0
789,18may2008,0
790,19may2008,0
791,20may2008,0
792,21may2008,0
793,22may2008,4
794,23may2008,4
795,24may2008,0
796,25may2008,0
797,26may2008,0
798,27may2008,0
799,28may2008,1
800,29may2008,4
801,30may2008,1
802,31may2008,0
803,01jun2008,0
804,02jun2008,0
805,03jun2008,0
806,04jun2008,2
807,05jun2008,2
808,06jun2008,0
809,07jun2008,1
810,08jun2008,0
811,09jun2008,0
812,10jun2008,0
813,11jun2008,0
814,12jun2008,1
815,13jun2008,0
816,14jun2008,0
817,15jun2008,0
818,16jun2008,0
819,17jun2008,1
820,18jun2008,0
821,19jun2008,1
822,20jun2008,0
823,21jun2008,0
824,22jun2008,0
825,23jun2008,0
826,24jun2008,4
827,25jun2008,4
828,26jun2008,4
829,27jun2008,0
830,28jun2008,0
831,29jun2008,0
832,30jun2008,0
833,01jul2008,0
834,02jul2008,3
835,03jul2008,2
836,04jul2008,0
837,05jul2008,2
838,06jul2008,1
839,07jul2008,0
840,08jul2008,0
841,09jul2008,2
842,10jul2008,0
843,11jul2008,2
844,12jul2008,0
845,13jul2008,0
846,14jul2008,0
847,15jul2008,0
848,16jul2008,0
849,17jul2008,0
850,18jul2008,0
851,19jul2008,1
852,20jul2008,1
853,21jul2008,0
854,22jul2008,4
855,23jul2008,1
856,24jul2008,0
857,25jul2008,0
858,26jul2008,2
859,27jul2008,0
860,28jul2008,0
861,29jul2008,0
862,30jul2008,0
863,31jul2008,1
864,01aug2008,0
865,02aug2008,0
866,03aug2008,0
867,04aug2008,0
868,05aug2008,1
869,06aug2008,0
870,07aug2008,1
871,08aug2008,0
872,09aug2008,0
873,10aug2008,1
874,11aug2008,0
875,12aug2008,2
876,13aug2008,0
877,14aug2008,0
878,15aug2008,1
879,16aug2008,0
880,17aug2008,0
881,18aug2008,0
882,19aug2008,2
883,20aug2008,0
884,21aug2008,0
885,22aug2008,0
886,23aug2008,0
887,24aug2008,2
888,25aug2008,0
889,26aug2008,1
890,27aug2008,0
891,28aug2008,0
892,29aug2008,0
893,30aug2008,0
894,31aug2008,0
895,01sep2008,1
896,02sep2008,1
897,03sep2008,1
898,04sep2008,0
899,05sep2008,1
900,06sep2008,0
901,07sep2008,0
902,08sep2008,0
903,09sep2008,0
904,10sep2008,0
905,11sep2008,0
906,12sep2008,1
907,13sep2008,1
908,14sep2008,1
909,15sep2008,0
910,16sep2008,0
911,17sep2008,0
912,18sep2008,0
913,19sep2008,0
914,20sep2008,0
915,21sep2008,0
916,22sep2008,1
917,23sep2008,0
918,24sep2008,0
919,25sep2008,1
920,26sep2008,0
921,27sep2008,0
922,28sep2008,1
923,29sep2008,1
924,30sep2008,1
925,01oct2008,0
926,02oct2008,0
927,03oct2008,4
928,04oct2008,0
929,05oct2008,0
930,06oct2008,0
931,07oct2008,0
932,08oct2008,1
933,09oct2008,0
934,10oct2008,0
935,11oct2008,0
936,12oct2008,0
937,13oct2008,1
938,14oct2008,0
939,15oct2008,0
940,16oct2008,4
941,17oct2008,0
942,18oct2008,0
943,19oct2008,0
944,20oct2008,1
945,21oct2008,1
946,22oct2008,0
947,23oct2008,4
948,24oct2008,1
949,25oct2008,0
950,26oct2008,0
951,27oct2008,1
952,28oct2008,0
953,29oct2008,0
954,30oct2008,1
955,31oct2008,1
956,01nov2008,0
957,02nov2008,0
958,03nov2008,0
959,04nov2008,0
960,05nov2008,2
961,06nov2008,3
962,07nov2008,3
963,08nov2008,1
964,09nov2008,2
965,10nov2008,1
966,11nov2008,1
967,12nov2008,1
968,13nov2008,0
969,14nov2008,0
970,15nov2008,0
971,16nov2008,0
972,17nov2008,2
973,18nov2008,1
974,19nov2008,0
975,20nov2008,0
976,21nov2008,2
977,22nov2008,0
978,23nov2008,3
979,24nov2008,2
980,25nov2008,0
981,26nov2008,6
982,27nov2008,1
983,28nov2008,0
984,29nov2008,0
985,30nov2008,0
986,01dec2008,0
987,02dec2008,2
988,03dec2008,9
989,04dec2008,1
990,05dec2008,2
991,06dec2008,2
992,07dec2008,1
993,08dec2008,2
994,09dec2008,1
995,10dec2008,1
996,11dec2008,0
997,12dec2008,0
998,13dec2008,0
999,14dec2008,1
1000,15dec2008,0
1001,16dec2008,3
1002,17dec2008,0
1003,18dec2008,0
1004,19dec2008,4
1005,20dec2008,5
1006,21dec2008,4
1007,22dec2008,3
1008,23dec2008,1
1009,24dec2008,0
1010,25dec2008,0
1011,26dec2008,1
1012,27dec2008,19
1013,28dec2008,12
1014,29dec2008,45
1015,30dec2008,37
1016,31dec2008,31
1017,01jan2009,15
1018,02jan2009,27
1019,03jan2009,32
1020,04jan2009,48
1021,05jan2009,46
1022,06jan2009,44
1023,07jan2009,37
1024,08jan2009,45
1025,09jan2009,59
1026,10jan2009,48
1027,11jan2009,46
1028,12jan2009,34
1029,13jan2009,47
1030,14jan2009,29
1031,15jan2009,22
1032,16jan2009,24
1033,17jan2009,28
1034,18jan2009,18
1035,19jan2009,14
1036,20jan2009,11
1037,21jan2009,7
1038,22jan2009,14
1039,23jan2009,16
1040,24jan2009,10
1041,25jan2009,31
1042,26jan2009,7
1043,27jan2009,12
1044,28jan2009,11
1045,29jan2009,11
1046,30jan2009,2
1047,31jan2009,1
1048,01feb2009,6
1049,02feb2009,5
1050,03feb2009,11
1051,04feb2009,16
1052,05feb2009,10
1053,06feb2009,10
1054,07feb2009,6
1055,08feb2009,4
1056,09feb2009,8
1057,10feb2009,6
1058,11feb2009,4
1059,12feb2009,9
1060,13feb2009,2
1061,14feb2009,14
1062,15feb2009,2
1063,16feb2009,8
1064,17feb2009,4
1065,18feb2009,14
1066,19feb2009,9
1067,20feb2009,10
1068,21feb2009,12
1069,22feb2009,4
1070,23feb2009,25
1071,24feb2009,4
1072,25feb2009,5
1073,26feb2009,6
1074,27feb2009,4
1075,28feb2009,1
1076,01mar2009,14
1077,02mar2009,23
1078,03mar2009,18
1079,04mar2009,6
1080,05mar2009,7
1081,06mar2009,10
1082,07mar2009,2
1083,08mar2009,5
1084,09mar2009,3
1085,10mar2009,9
1086,11mar2009,6
1087,12mar2009,7
1088,13mar2009,10
1089,14mar2009,6
1090,15mar2009,6
1091,16mar2009,13
1092,17mar2009,3
1093,18mar2009,6
1094,19mar2009,11
1095,20mar2009,12
1096,21mar2009,7
1097,22mar2009,13
1098,23mar2009,14
1099,24mar2009,17
1100,25mar2009,16
1101,26mar2009,16
1102,27mar2009,4
1103,28mar2009,1
1104,29mar2009,5
1105,30mar2009,5
1106,31mar2009,8
1107,01apr2009,13
1108,02apr2009,37
1109,03apr2009,9
1110,04apr2009,8
1111,05apr2009,6
1112,06apr2009,12
1113,07apr2009,10
1114,08apr2009,11
1115,09apr2009,8
1116,10apr2009,7
1117,11apr2009,8
1118,12apr2009,1
1119,13apr2009,9
1120,14apr2009,5
1121,15apr2009,4
1122,16apr2009,5
1123,17apr2009,7
1124,18apr2009,10
1125,19apr2009,8
1126,20apr2009,3
1127,21apr2009,2
1128,22apr2009,13
1129,23apr2009,5
1130,24apr2009,9
1131,25apr2009,1
1132,26apr2009,10
1133,27apr2009,11
1134,28apr2009,11
1135,29apr2009,8
1136,30apr2009,7
1137,01may2009,7
1138,02may2009,1
1139,03may2009,10
1140,04may2009,4
1141,05may2009,14
1142,06may2009,10
1143,07may2009,4
1144,08may2009,8
1145,09may2009,16
1146,10may2009,4
1147,11may2009,16
1148,12may2009,7
1149,13may2009,4
1150,14may2009,11
1151,15may2009,15
1152,16may2009,13
1153,17may2009,10
1154,18may2009,13
1155,19may2009,15
1156,20may2009,19
1157,21may2009,9
1158,22may2009,7
1159,23may2009,11
1160,24may2009,8
1161,25may2009,4
1162,26may2009,7
1163,27may2009,6
1164,28may2009,5
1165,29may2009,22
1166,30may2009,14
1167,31may2009,8
1168,01jun2009,26
1169,02jun2009,29
1170,03jun2009,8
1171,04jun2009,53
1172,05jun2009,34
1173,06jun2009,12
1174,07jun2009,19
1175,08jun2009,33
1176,09jun2009,16
1177,10jun2009,7
1178,11jun2009,10
1179,12jun2009,11
1180,13jun2009,7
1181,14jun2009,14
1182,15jun2009,19
1183,16jun2009,12
1184,17jun2009,13
1185,18jun2009,9
1186,19jun2009,6
1187,20jun2009,8
1188,21jun2009,15
1189,22jun2009,4
1190,23jun2009,13
1191,24jun2009,13
1192,25jun2009,19
1193,26jun2009,10
1194,27jun2009,12
1195,28jun2009,3
1196,29jun2009,12
1197,30jun2009,16
1198,01jul2009,20
1199,02jul2009,40
1200,03jul2009,13
1201,04jul2009,4
1202,05jul2009,3
1203,06jul2009,7
1204,07jul2009,7
1205,08jul2009,14
1206,09jul2009,5
1207,10jul2009,9
1208,11jul2009,5
1209,12jul2009,10
1210,13jul2009,41
1211,14jul2009,6
1212,15jul2009,29
1213,16jul2009,32
1214,17jul2009,8
1215,18jul2009,7
1216,19jul2009,10
1217,20jul2009,4
1218,21jul2009,10
1219,22jul2009,26
1220,23jul2009,14
1221,24jul2009,16
1222,25jul2009,14
1223,26jul2009,11
1224,27jul2009,5
1225,28jul2009,11
1226,29jul2009,11
1227,30jul2009,14
1228,31jul2009,14
1229,01aug2009,9
1230,02aug2009,12
1231,03aug2009,12
1232,04aug2009,13
1233,05aug2009,23
1234,06aug2009,18
1235,07aug2009,9
1236,08aug2009,2
1237,09aug2009,9
1238,10aug2009,10
1239,11aug2009,9
1240,12aug2009,5
1241,13aug2009,17
1242,14aug2009,12
1243,15aug2009,5
1244,16aug2009,3
1245,17aug2009,8
1246,18aug2009,19
1247,19aug2009,7
1248,20aug2009,9
1249,21aug2009,18
1250,22aug2009,8
1251,23aug2009,5
1252,24aug2009,7
1253,25aug2009,12
1254,26aug2009,15
1255,27aug2009,19
1256,28aug2009,3
1257,29aug2009,4
1258,30aug2009,8
1259,31aug2009,7
1260,01sep2009,6
1261,02sep2009,11
1262,03sep2009,20
1263,04sep2009,41
1264,05sep2009,28
1265,06sep2009,13
1266,07sep2009,3
1267,08sep2009,14
1268,09sep2009,32
1269,10sep2009,6
1270,11sep2009,5
1271,12sep2009,7
1272,13sep2009,15
1273,14sep2009,16
1274,15sep2009,173
1275,16sep2009,84
1276,17sep2009,28
1277,18sep2009,17
1278,19sep2009,14
1279,20sep2009,10
1280,21sep2009,14
1281,22sep2009,25
1282,23sep2009,31
1283,24sep2009,28
1284,25sep2009,33
1285,26sep2009,10
1286,27sep2009,23
1287,28sep2009,11
1288,29sep2009,31
1289,30sep2009,34
1290,01oct2009,24
1291,02oct2009,29
1292,03oct2009,17
1293,04oct2009,14
1294,05oct2009,20
1295,06oct2009,44
1296,07oct2009,35
1297,08oct2009,11
1298,09oct2009,30
1299,10oct2009,17
1300,11oct2009,27
1301,12oct2009,23
1302,13oct2009,20
1303,14oct2009,42
1304,15oct2009,41
1305,16oct2009,52
1306,17oct2009,14
1307,18oct2009,14
1308,19oct2009,32
1309,20oct2009,18
1310,21oct2009,26
1311,22oct2009,26
1312,23oct2009,38
1313,24oct2009,15
1314,25oct2009,21
1315,26oct2009,17
1316,27oct2009,21
1317,28oct2009,30
1318,29oct2009,35
1319,30oct2009,49
1320,31oct2009,24
1321,01nov2009,29
1322,02nov2009,14
1323,03nov2009,9
1324,04nov2009,55
1325,05nov2009,28
1326,06nov2009,69
1327,07nov2009,23
1328,08nov2009,17
1329,09nov2009,29
1330,10nov2009,19
1331,11nov2009,13
1332,12nov2009,21
1333,13nov2009,18
1334,14nov2009,17
1335,15nov2009,18
1336,16nov2009,17
1337,17nov2009,20
1338,18nov2009,10
1339,19nov2009,21
1340,20nov2009,15
1341,21nov2009,9
1342,22nov2009,36
1343,23nov2009,73
1344,24nov2009,30
1345,25nov2009,28
1346,26nov2009,32
1347,27nov2009,18
1348,28nov2009,18
1349,29nov2009,81
1350,30nov2009,21
1351,01dec2009,18
1352,02dec2009,20
1353,03dec2009,19
1354,04dec2009,38
1355,05dec2009,6
1356,06dec2009,11
1357,07dec2009,9
1358,08dec2009,17
1359,09dec2009,13
1360,10dec2009,22
1361,11dec2009,23
1362,12dec2009,36
1363,13dec2009,24
1364,14dec2009,32
1365,15dec2009,28
1366,16dec2009,40
1367,17dec2009,26
1368,18dec2009,27
1369,19dec2009,17
1370,20dec2009,31
1371,21dec2009,32
1372,22dec2009,20
